6VRRXT,comfy,1539276067000
none,tooHot,1539434095000
none,tooCold,1539434107000
none,tooCold,1539513952000
none,tooHot,1539513994000
6VRRXT,tooHot,1539514050000
6VRRXT,comfy,1539514122000
6VRRXT,tooHot,1539514223000
6VRRXT,tooCold,1539514311000
6VRRXT,tooHot,1539514793000
6VRRXT,tooCold,1539514802000
6VRRXT,comfy,1539514806000
none,comfy,1539562939000
6GNZJD,comfy,1539563170000
6GNZJD,comfy,1539563408000
6GNZJD,comfy,1539563412000
6GNZJD,tooCold,1539568687000
6GNZJD,tooHot,1539569767000
6GNZJD,tooHot,1539569811000
6GNZJD,tooHot,1539616462000
6GNZJD,comfy,1539616934000
6GNZJD,tooHot,1539654864000
6GNZJD,comfy,1539816993000
6GNZJD,comfy,1539818702000
6GNZJD,comfy,1539835101000
6GNZJD,comfy,1539867241000
6GNZJD,comfy,1539934925000
6GNZJD,comfy,1539934930000
6GNZJD,comfy,1539934954000
6GNZJD,comfy,1539959347000
none,tooHot,1540027499000
6VRRXT,tooHot,1540027538000
6VRRXT,check,1540027892000
6VRRXT,check,1540027895000
6VRRXT,check,1540027898000
6VRRXT,check,1540027901000
6VRRXT,check,1540027904000
6VRRXT,check,1540027907000
6VRRXT,check,1540027910000
6VRRXT,check,1540027913000
6VRRXT,check,1540027916000
6VRRXT,check,1540027919000
6VRRXT,check,1540027922000
6VRRXT,check,1540027925000
6VRRXT,check,1540027928000
6VRRXT,check,1540027931000
6VRRXT,check,1540027934000
6VRRXT,check,1540027937000
6VRRXT,check,1540027940000
6VRRXT,check,1540027943000
6VRRXT,check,1540027946000
6VRRXT,check,1540027949000
6VRRXT,check,1540027952000
6VRRXT,check,1540027955000
6VRRXT,check,1540027958000
6VRRXT,check,1540027961000
6VRRXT,check,1540027964000
6VRRXT,check,1540027967000
6VRRXT,check,1540027970000
6VRRXT,check,1540027973000
6VRRXT,check,1540027976000
6VRRXT,check,1540027979000
6VRRXT,check,1540027982000
6VRRXT,check,1540027985000
6VRRXT,check,1540027988000
6VRRXT,check,1540027991000
6VRRXT,check,1540027994000
6VRRXT,check,1540027997000
6VRRXT,check,1540028000000
6VRRXT,check,1540028003000
6VRRXT,check,1540028006000
6VRRXT,check,1540028009000
6VRRXT,check,1540028012000
6VRRXT,check,1540028015000
6VRRXT,check,1540028018000
6VRRXT,check,1540028021000
6VRRXT,check,1540028024000
6VRRXT,check,1540028027000
6VRRXT,check,1540028030000
6VRRXT,check,1540028033000
6VRRXT,check,1540028036000
6VRRXT,check,1540028039000
6VRRXT,check,1540028042000
6VRRXT,check,1540028045000
6VRRXT,check,1540028048000
6VRRXT,check,1540028051000
6VRRXT,check,1540028054000
6VRRXT,check,1540028057000
6VRRXT,check,1540028060000
6VRRXT,check,1540028063000
6VRRXT,check,1540028066000
6VRRXT,check,1540028069000
6VRRXT,check,1540028072000
6VRRXT,check,1540028075000
6VRRXT,check,1540028078000
6VRRXT,check,1540028081000
6VRRXT,check,1540028084000
6VRRXT,check,1540028087000
6VRRXT,check,1540028090000
